emotion,question,comment,x,y,user_id,age,gender,sentiment_compound,sentiment_label,GRID_ID
Green Space,7,Complete the cycle path from Mnichovice to Dolní Měcholupy,14.578,50.04683,swvhxdjbx,20-29,male,0.0,neutral,AE-15
Green Space,7,"on the lower plaza of the tram station, I think it would be good",14.537,50.053447,x0zt7m520,20-29,male,0.1779,positive,AB-15
Green Space,7,Grass strips for tram tracks,14.525,50.052923,c2m65v6q3,30-39,male,0.0,neutral,AA-15
Green Space,7,Two trees have been cut down here and not replaced. The consequence is an open unwanted view into the neighbours' windows.,14.546,50.048272,4kzenbhoa,30-39,female,-0.4588,negative,AB-16
Green Space,7,"The whole of Hornoměcholupská would deserve more greenery, also as a sound barrier from traffic.",14.546,50.047592,dem14bdyx,30-39,female,-0.128,negative,AB-16
Green Space,7,Lesopark,14.57,50.034981,mutxlpuf7,0-19,male,0.0,neutral,AD-17
Green Space,7,Lesopark,14.57,50.058489,mutxlpuf7,0-19,male,0.0,neutral,AD-15
Green Space,7,Lesopark,14.557,50.077276,mutxlpuf7,0-19,male,0.0,neutral,AC-12
Green Space,7,Lesopark,14.595,50.056615,mutxlpuf7,0-19,male,0.0,neutral,AF-15
Green Space,7,Lesopark,14.589,50.066258,mutxlpuf7,0-19,male,0.0,neutral,AF-14
Green Space,7,Alley,14.57,50.056422,mutxlpuf7,0-19,male,0.0,neutral,AD-15
Green Space,7,Little green along the river,14.364,49.982159,16dj31d61,40-49,male,0.0,neutral,N-22
Green Space,7,An alley that partially obscures the view of the substation would be appropriate.,14.363,50.003915,aoof5rncq,30-39,male,0.0,neutral,N-20
Green Space,7,An alley would be useful here for better panorama and wind buffering,14.354,50.007198,aoof5rncq,30-39,male,0.7003,positive,N-20
Green Space,7,Cut riverbed,14.366,49.982537,625gbvxy6,30-39,male,-0.2732,negative,N-22
Green Space,7,cut riverbed,14.361,49.978846,625gbvxy6,30-39,male,-0.2732,negative,N-23
Green Space,7,busy street with no trees,14.35,49.976894,625gbvxy6,30-39,male,-0.296,negative,M-22
Green Space,7,More greenery near Albace,14.36,49.984027,mjql1g931,20-29,female,0.0,neutral,N-22
Green Space,7,In Muse,14.362,49.984469,mjql1g931,20-29,female,0.0,neutral,N-22
Green Space,7,The greenery is interspersed with useless dilapidated buildings,14.383,49.974037,pf1ypug3y,0-19,male,-0.4215,negative,P-23
Green Space,7,Centre of Radotín. The problem is likely to change significantly for the better after the construction of the Centrum Radotín project,14.36,49.983448,pf1ypug3y,0-19,male,0.0516,positive,N-22
Green Space,7,"This would benefit from more greenery, such as trees.",14.362,49.983117,pf1ypug3y,0-19,male,0.4588,positive,N-22
Green Space,7,Revitalize the place with partial parkland at the expense of roads.,14.361,49.983137,rat1d6ixg,30-39,male,0.0,neutral,N-22
Green Space,7,"She was already here, but the City Council (ODS) was chopping down century-old chestnut trees.",14.358,49.983647,91t910rwx,30-39,male,0.0,neutral,N-22
Green Space,7,A park instead of a parking lot.,14.358,49.981899,91t910rwx,30-39,male,0.0,neutral,N-22
Green Space,7,there are no trees on the biotope!! no shade!!,14.359,49.978954,91t910rwx,30-39,male,-0.6776,negative,N-23
Green Space,7,"Bare woodland, dwindling trees in the forest.",14.35,49.984624,91t910rwx,30-39,male,0.0,neutral,M-22
Green Space,7,There is a lot of green,14.305,49.986729,7lu6stadj,70+,female,0.0,neutral,
Green Space,7,No shade when walking,14.359,49.980615,9kicnojyh,30-39,female,-0.296,negative,N-23
Green Space,7,"Ideally, don't cut the grass here so often or leave larger islands for insects.",14.36,49.984922,9kicnojyh,30-39,female,0.4854,positive,N-22
Green Space,7,Little shade in summer.,14.363,49.984508,9kicnojyh,30-39,female,0.0,neutral,N-22
Green Space,7,"Covered in concrete, no new trees, a great pity",14.364,49.982028,77mfow6qe,30-39,female,0.1779,positive,N-22
Green Space,7,"Instead of that black hole for money, there could be a beautiful park, even with an outdoor pool!!",14.297,50.066988,1rw185v5q,30-39,female,0.6688,positive,I-13
Green Space,7,"OC and surrounding area is full of concrete and parking spaces, eliminate parking, more green space would be beneficial",14.309,50.064818,ecmcbaeyv,20-29,female,0.4404,positive,J-14
Green Space,7,"The greenery is there, but unmaintained",14.321,50.074866,tpg874nhk,20-29,female,0.0,neutral,K-12
Green Space,7,"Generally. restoration/replenishment of trees in old alleys, in places where there is room for -future- beautiful solitaire etc. Otherwise, there is a beautiful and varied planting of trees in Řepi, it's a joy",14.283,50.066175,gnuiws8pn,50-59,female,0.9118,positive,H-14
Green Space,7,"Fabio new fence effective but taller trees above would certainly reduce noise from Pilsen. Lately in Řepi there has been pruning of trees and shrubs, sometimes against the meaning and purpose of planting. Beautifully grown trees are then planted",14.314,50.06351,wl9hdzdxz,60-69,male,0.8807,positive,J-14
Green Space,7,It would be good to separate Voltareal with taller trees and a noise barrier.,14.289,50.06446,xaya5abai,20-29,female,0.34,positive,H-14
Green Space,7,planting trees in the grass strip,14.316,50.065414,btepnvax3,30-39,male,0.0,neutral,K-13
Green Space,7,Here it would be appropriate to create a park or something similar. Since they have a community garden there they could also take care of the surrounding area.,14.296,50.065586,zh321m00c,30-39,male,0.6486,positive,I-13
Green Space,7,The large grassed area would benefit from the addition of mature trees for shade.,14.298,50.066799,zh321m00c,30-39,male,0.7003,positive,I-13
Green Space,7,There is a lack of large mature trees to provide more shade.,14.308,50.071815,zh321m00c,30-39,male,0.128,positive,J-13
Green Space,7,"The premises of the former weighbridge is partially revitalized, however, maintenance is minimal, let alone improvements.",14.319,50.071447,oyhyje81l,60-69,female,0.0772,positive,K-13
Green Space,7,"More trees, bushes and benches.",14.308,50.07207,4f42adwgy,40-49,male,0.0,neutral,J-13
Green Space,7,Could improve the area around the neglected heating plant.,14.299,50.064323,hgplgvog7,30-39,female,-0.128,negative,I-13
Green Space,7,"The area where there is no bike park, next to the bike path is pretty neglected. It would be enough to glorify a little, mow the grass, cut the bushes, throw meadow mixture...Work for a week for a group of 3-5 guys at most. More like 3 days.",14.288,50.070514,hgplgvog7,30-39,female,0.5059,positive,H-13
Green Space,7,"The area where there is no bike park, next to the bike path is pretty neglected. It would be enough to glorify a little, mow the grass, cut the bushes, throw meadow mixture...Work for a week for a group of 3-5 guys at most. More like 3 days.",14.288,50.070052,hgplgvog7,30-39,female,0.5059,positive,I-13
Green Space,7,So that the Prague ring road is not so visible and audible.,14.281,50.064006,hgplgvog7,30-39,female,0.0,neutral,H-14
Green Space,7,Better landscaped and planted so that the Prague Ring Road is not so visible and audible.,14.286,50.071801,hgplgvog7,30-39,female,0.4404,positive,H-13
Green Space,7,Better landscaped and planted so that the Prague Ring Road is not so visible and audible.,14.286,50.070748,hgplgvog7,30-39,female,0.4404,positive,H-13
Green Space,7,It would be great if there was a regulated green space here instead of pigs or homeless people..,14.288,50.071223,hgplgvog7,30-39,female,0.6249,positive,H-13
Green Space,7,Construction of new barracks.,14.272,50.063558,5u1g9lxzw,20-29,female,0.0,neutral,G-13
Green Space,7,Trees along the bike path,14.275,50.063448,to701h68z,20-29,male,0.0,neutral,H-14
Green Space,7,Around the bus station.,14.292,50.054677,3oyvjq89o,50-59,female,0.0,neutral,I-14
Green Space,7,"everywhere... there is nowhere enough of it, definitely conifers don't solve it, but then again there are a bunch of deciduous trees that you won't enjoy a moment of peace, because today leaves are collected and raked with blowers... one blows it in, one",14.272,50.066331,wihrp3s5l,50-59,female,0.4333,positive,G-13
Green Space,7,Beetroot Spurt Centre,14.296,50.066972,1rdmyws7i,40-49,female,0.0,neutral,I-13
Green Space,7,instead of ugly and dirty concrete,14.308,50.065734,a4vqmhrb3,20-29,male,-0.7351,negative,J-14
Green Space,7,"Quite a lot of green, the peripheral parts are not very well maintained",14.314,50.074494,4xyp99ghl,70+,female,-0.2572,negative,J-13
Green Space,7,"Like a central access point, but full of concrete.",14.309,50.064515,uuli0c0ui,30-39,male,0.1901,positive,J-14
Green Space,7,It could definitely use a nice alley.,14.303,50.065645,uuli0c0ui,30-39,male,0.6705,positive,J-14
Green Space,7,This meadow could certainly do with some beautification with some trees.,14.307,50.072042,uuli0c0ui,30-39,male,0.6486,positive,J-13
Green Space,7,"Plant more trees, more separation from the main road",14.319,50.065253,jv3cd7ip8,30-39,male,0.0,neutral,K-13
Green Space,7,"Plant more trees, more separation from the main road",14.318,50.064921,jv3cd7ip8,30-39,male,0.0,neutral,K-13
Green Space,7,"Plant more trees, more separation from the main road",14.317,50.064513,jv3cd7ip8,30-39,male,0.0,neutral,K-13
Green Space,7,"There's a grass island here, between the pavements, if a tree or two were planted here, it would be fine.",14.317,50.065794,jv3cd7ip8,30-39,male,0.2023,positive,K-13
Green Space,7,Neglected front yard.,14.287,50.057502,se3f6z13p,40-49,female,-0.5267,negative,H-15
Green Space,7,"More trees, mature, to give more shade",14.285,50.066286,go7psw2eg,40-49,female,0.4728,positive,H-14
Green Space,7,"The greenery is nice, but it could be cleaned of rubbish, which is everywhere and dangerous for children to play",14.286,50.058205,jn258bshl,30-39,female,-0.0387,neutral,H-15
Green Space,7,"The greenery is nice, but it could be cleaned of the rubbish that rolls everywhere and it's dangerous for the children, but they could play here",14.287,50.057509,jn258bshl,30-39,female,-0.0387,neutral,H-15
Green Space,7,"A beautiful forest, perfect for children to play in (bunkers..) but it's full of rubbish..",14.28,50.059523,jn258bshl,30-39,female,0.6705,positive,H-14
Green Space,7,"Beautiful woods, perfect for children to play in (bunkers..) but full of rubbish",14.283,50.060553,jn258bshl,30-39,female,0.6705,positive,H-14
Green Space,7,"The greenery here is nice, but it would be nice to clean it of the rubbish that rolls everywhere and it's dangerous for children, but they could play here",14.28,50.06331,jn258bshl,30-39,female,0.7964,positive,H-14
Green Space,7,"The greenery here is nice, but it would be nice to clean it of the rubbish that rolls everywhere and it's dangerous for children, but they could play here",14.284,50.065396,jn258bshl,30-39,female,0.7964,positive,H-14
Green Space,7,"There are terribly few trees in the whole park. Even if the trees grow, there will be little shade. I understand that there may not be trees everywhere, but in the park you can't hide in the shade in the summer",14.284,50.060865,vfxrbmq9l,40-49,male,-0.1338,negative,H-14
Green Space,7,"There's a few trees along the River Riverside, but I'd make it more dense.",14.29,50.054665,vfxrbmq9l,40-49,male,0.0,neutral,H-15
Green Space,7,Around Zličín station would be a beautiful park.,14.296,50.065096,6qv8o8tyg,40-49,male,0.5994,positive,I-13
Green Space,7,Incomplete tree council,14.309,50.069113,ap0ozz51m,40-49,female,0.0,neutral,J-13
Green Space,7,There is a stream in the area.,14.298,50.067151,b53xpz6e7,50-59,female,0.0,neutral,I-13
Green Space,7,a park with trees instead of a meadow,14.307,50.071993,b53xpz6e7,50-59,female,0.0,neutral,J-13
Green Space,7,"It would be fantastic to connect the park by the metro with the area around the Motolsky brook, e.g. to create a cycle path, a circuit for children... It would be very useful, there's nothing like it in the area.",14.297,50.054428,na3tb9vhz,30-39,female,0.7772,positive,I-14
Green Space,7,The dirt road should be supplemented with a tree line.,14.517,50.170384,azugwu7h3,50-59,male,-0.34,negative,Z-3
Green Space,7,add a tree line to the dirt road,14.534,50.161395,azugwu7h3,50-59,male,-0.34,negative,AB-4
Green Space,7,restore the dirt path with trees and shrubs,14.53,50.158343,azugwu7h3,50-59,male,-0.0516,negative,AA-4
Green Space,7,Add trees and shrubs along the constructed sidewalk,14.526,50.159058,azugwu7h3,50-59,male,0.0,neutral,AA-4
Green Space,7,planting of solitary trees,14.504,50.140606,azugwu7h3,50-59,male,0.0,neutral,Y-6
Green Space,7,"There are plenty of trees and shrubs in Letňany, but there is not enough open green space on the ground, and there is still internal development going on!!!",14.511,50.139698,asfu3kr9u,60-69,male,0.0,neutral,Z-6
Green Space,7,"Concrete, dirt, mess, traffic. A bit of a shame.",14.515,50.142283,6qdcn9iq2,20-29,male,-0.7906,negative,Z-6
Green Space,7,Avia complex,14.516,50.145144,vj94iwhiq,40-49,male,0.0,neutral,Z-6
Green Space,7,Complete area,14.515,50.145217,xrpvt7npf,30-39,male,0.0,neutral,Z-6
Green Space,7,There should be trees between the parking spaces.,14.513,50.133582,uk8bw33pb,40-49,male,0.0,neutral,Z-7
Green Space,7,there should be trees between the parking spaces,14.513,50.134607,uk8bw33pb,40-49,male,0.0,neutral,Z-7
Green Space,7,there should be trees between the parking spaces,14.513,50.135742,uk8bw33pb,40-49,male,0.0,neutral,Z-7
Green Space,7,there should be trees between the parking spaces,14.51,50.131986,uk8bw33pb,40-49,male,0.0,neutral,Z-7
Green Space,7,there should be trees between the parking spaces,14.51,50.133138,uk8bw33pb,40-49,male,0.0,neutral,Z-7
Green Space,7,there should be trees between the parking spaces,14.517,50.1385,uk8bw33pb,40-49,male,0.0,neutral,Z-6
Green Space,7,there should be trees between the parking spaces,14.517,50.139117,uk8bw33pb,40-49,male,0.0,neutral,Z-6
Green Space,7,there should be trees between the parking spaces,14.517,50.138103,uk8bw33pb,40-49,male,0.0,neutral,Z-6
Green Space,7,"road is hot in summer, shade from trees would be useful",14.521,50.140908,3zowwkjg4,40-49,female,0.4404,positive,Z-6
Green Space,7,more greenery,14.51,50.138061,xz8dyaijb,30-39,male,0.0,neutral,Y-6
Green Space,7,"more trees in the woodland park, please, and make it bigger.",14.529,50.138797,xz8dyaijb,30-39,male,0.3182,positive,AA-6
Green Space,7,Better trails.,14.535,50.139836,xz8dyaijb,30-39,male,0.4404,positive,AB-6
Green Space,7,Better park at the entrance to the tail.,14.504,50.136088,xz8dyaijb,30-39,male,0.4404,positive,Y-6
Green Space,7,"Please don't just build apartments, plant trees.",14.52,50.138708,xz8dyaijb,30-39,male,0.3182,positive,Z-6
Green Space,7,"Instead of a field, a green space.",14.533,50.140806,744f47zs5,30-39,male,0.0,neutral,AA-6
Green Space,7,"Overall in Letňany more greenery, rest areas and stop new construction!",14.516,50.138314,u4tywvr43,50-59,female,-0.3595,negative,Z-6
Green Space,7,Just don't build the road that is in the new master plan. Right under the windows of the apartment buildings.,14.524,50.141323,5os36kp5a,30-39,male,0.0,neutral,AA-6
Green Space,7,"Ideal would be a park with trees, flowering beds, shrubs so that insects and birds other than pigeons start to come back. Plus it's so windy here, sometimes we can't even open a window.",14.504,50.139959,4kgf5dsup,30-39,female,0.5267,positive,Y-6
Green Space,7,There are no trees...there are mostly bushes throughout the park.,14.529,50.139476,4kgf5dsup,30-39,female,-0.296,negative,AA-6
Green Space,7,Extension of the Forest Park,14.538,50.139244,u3co3m1mc,30-39,male,0.0,neutral,AB-6
Green Space,7,Extension of Lesopark,14.534,50.140895,u3co3m1mc,30-39,male,0.0,neutral,AB-6
Green Space,7,Along the whole Veselská road I would separate the pavement and the road with a green belt with trees.,14.511,50.142359,dhdxby5rn,30-39,male,0.0,neutral,Z-6
Green Space,7,Separation of pavement and road by a green belt with trees,14.519,50.141266,dhdxby5rn,30-39,male,0.0,neutral,Z-6
Green Space,7,The stone soundproofing wall deserves greening.,14.518,50.141314,2tyq2ctnz,50-59,female,0.0,neutral,Z-6
Green Space,7,"Increase the noise wall!!! Why wasn't it raised during the 2020 reconstruction? Because again, the Municipal District 18 did not think, and did not care about the whole thing, as always about Nový Prosek. And also thanks to the fact that we didn't know",14.502,50.129016,ab9kmn3g0,50-59,female,0.5343,positive,Y-7
Green Space,7,It would be nice to create a nice new park,14.514,50.14469,ebki046b9,30-39,female,0.7717,positive,Z-6
Green Space,7,Reclaim the meadow,14.504,50.140785,77g1l5wo0,30-39,male,0.0,neutral,Y-6
Green Space,7,A tree could be added at the new entrance.,14.507,50.134651,77g1l5wo0,30-39,male,0.0,neutral,Y-6
Green Space,7,Here,14.514,50.145542,dhd5z0cqi,30-39,male,0.0,neutral,Z-6
Green Space,7,It would need some trees.,14.504,50.140372,ocobu4v7z,40-49,male,0.0,neutral,Y-6
Green Space,7,Trees away,14.507,50.133606,49a5t2asv,40-49,female,0.0,neutral,Y-6
Green Space,7,I would like the whole of Lovosická Street to be planted with new trees and possibly new trees planted where they have been cut down in the past and not replanted,14.5,50.127556,4dkewozjf,20-29,male,0.1027,positive,Y-7
Green Space,7,"There are no trees, there is no shade",14.521,50.141061,66ypkhnbr,30-39,female,-0.5267,negative,Z-6
Green Space,7,There'd be a nice park,14.523,50.139202,66ypkhnbr,30-39,female,0.4215,positive,AA-6
Green Space,7,It would be a nice park.,14.504,50.139934,66ypkhnbr,30-39,female,0.4215,positive,Y-6
Green Space,7,Where are the trees that used to be on this street.,14.524,50.138487,daxfcp6lx,,,0.0,neutral,AA-6
Green Space,7,"Instead of a field, extend the forest park with more trees.",14.536,50.141032,vbd76uias,20-29,female,0.1779,positive,AB-6
Green Space,7,A forest park instead of a field.,14.506,50.129974,vbd76uias,20-29,female,0.0,neutral,Y-7
Green Space,7,Add trees and shrubs,14.504,50.140468,vbd76uias,20-29,female,0.0,neutral,Y-6
Green Space,7,Cultivated greenery,14.523,50.136718,r1qais02m,30-39,female,0.0,neutral,AA-6
Green Space,7,Cultivated greenery,14.523,50.137379,r1qais02m,30-39,female,0.0,neutral,AA-6
Green Space,7,The planned development will take away the last bits of green space,14.512,50.140619,hfdt0tpyv,30-39,female,0.0,neutral,Z-6
Green Space,7,It's house to house. People look in the windows. The element is crazy. I can't believe who approved this...,14.508,50.131225,qu0b7zfds,40-49,female,-0.5764,negative,Z-7
Green Space,7,"the alley for walking, running and strollers",14.539,50.142601,qmm5rx9js,30-39,male,0.0,neutral,AB-6
Green Space,7,a green instead of a field,14.536,50.141213,qmm5rx9js,30-39,male,0.0,neutral,AB-6
Green Space,7,"the alley along the field for dogs, running, stroller, bicycle",14.533,50.141223,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,"alley for walking, running, stroller, bicycle",14.523,50.139966,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,"Soundproofing the road, the embankment does not help at all in combination with speed bumps",14.517,50.139136,qmm5rx9js,30-39,male,-0.3089,negative,Z-6
Green Space,7,Greenery instead of fields,14.526,50.140818,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,green instead of field,14.53,50.141557,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,green instead of field,14.541,50.144862,qmm5rx9js,30-39,male,0.0,neutral,AB-6
Green Space,7,"That lane by the field should be for pedestrians, a nice mature avenue for pedestrians, bikes, strollers, bicycles",14.538,50.137827,qmm5rx9js,30-39,male,0.6808,positive,AB-6
Green Space,7,"more separation from the road, a shrubby alley for running, walking, stroller, bike",14.531,50.135751,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,"more separation from the road, a more mature avenue for running, walking, stroller, bike",14.538,50.135427,qmm5rx9js,30-39,male,0.4754,positive,AB-7
Green Space,7,"more separation from the road, a bushy alley for running, walking, stroller, bicycle",14.535,50.135514,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,"more separation from the road, a bushy alley for running, walking, stroller, bicycle",14.526,50.136188,qmm5rx9js,30-39,male,0.0,neutral,AA-6
Green Space,7,"There is a sound barrier of dirt, why not do some sanding there and take more care of that green space?",14.517,50.139148,1n5ntbnan,20-29,male,0.1513,positive,Z-6
Green Space,7,Please make us a park here instead of a crazy circus and a bare plain!,14.504,50.141156,akl38ehgf,20-29,female,-0.1007,negative,Y-6
Green Space,7,There was a rowan tree that had withered. It provided food for the birds. Please plant a rowan tree or two.,14.508,50.131054,xirm5m77s,50-59,female,0.3182,positive,Z-7
Green Space,7,Do not allow construction here.,14.506,50.139447,f2qaylmfu,30-39,female,-0.1695,negative,Y-6
Green Space,7,"Forest park, Kbelská soundproofing",14.506,50.130263,ruvzil9th,0-19,male,0.0,neutral,Y-7
Green Space,7,Lesopark,14.534,50.160295,ruvzil9th,0-19,male,0.0,neutral,AB-4
Green Space,7,Alley,14.521,50.171071,ruvzil9th,0-19,male,0.0,neutral,Z-3
Green Space,7,"It would be nice to complete the avenue of ornamental trees from Selmická Street to the end of the Vinoř cadastre. To harmonize the character of the city road, optical connection with the center of Vinor. Here, cars pass very fast, it would be more not",14.591,50.151467,3pnhpt6oc,40-49,female,0.6705,positive,AF-5
Green Space,7,along the road.,14.555,50.143411,mmnf1p7u4,20-29,female,0.0,neutral,AC-5
Green Space,7,Alley,14.554,50.142806,anu9t9d6y,0-19,male,0.0,neutral,AC-5
Green Space,7,"Greenery everywhere, not just here, it'll take 30 years before any of these trees are anything",14.431,50.075458,yrkhm1z86,20-29,male,0.0,neutral,T-13
Green Space,7,applies to the wider area,14.438,50.072431,5sw8uken9,20-29,female,0.0,neutral,T-13
Green Space,7,applies to the wider area - leave the trees that are already there,14.444,50.074372,5sw8uken9,20-29,female,-0.0516,negative,T-13
Green Space,7,More trees please!,14.44,50.071712,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.44,50.072483,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,More trees please!,14.435,50.074315,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,More trees please!,14.435,50.075416,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,More trees please!,14.432,50.075416,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.432,50.075444,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.431,50.075458,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.428,50.075499,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.426,50.075513,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.423,50.075664,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.429,50.07711,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.427,50.077124,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.425,50.077276,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.422,50.077427,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.422,50.075651,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.424,50.075582,u5fsh3dg1,30-39,male,0.4349,positive,S-12
Green Space,7,"More trees, please!",14.443,50.076986,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.438,50.077689,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.44,50.076201,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.439,50.076394,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,"More trees, please!",14.442,50.07627,u5fsh3dg1,30-39,male,0.4349,positive,T-13
Green Space,7,fix the flower beds,14.435,50.07668,8ccgqgbtw,20-29,male,0.0,neutral,T-13
Green Space,7,More shrubs.,14.429,50.075685,8ccgqgbtw,20-29,male,0.0,neutral,S-12
Green Space,7,"Little shade, and planned concrete!!!",14.432,50.067883,qt9m4x0fq,40-49,female,0.0,neutral,S-13
Green Space,7,"Vyšehrad used to be greener, the bushes are gone",14.418,50.064853,qt9m4x0fq,40-49,female,0.0,neutral,R-14
Green Space,7,Peace Square is a fire in the summer,14.436,50.07554,qt9m4x0fq,40-49,female,0.2732,positive,T-13
Green Space,7,"Embankment, plants would make it more pleasant and cool",14.414,50.068103,qt9m4x0fq,40-49,female,0.7316,positive,R-14
Green Space,7,more greenery and mature trees,14.43,50.075661,zcs6yis5s,30-39,male,0.4703,positive,S-12
Green Space,7,more trees,14.444,50.076079,9ze3be2uf,30-39,male,0.0,neutral,T-13
Green Space,7,More trees on that wide sidewalk,14.441,50.077076,9ze3be2uf,30-39,male,0.0,neutral,T-13
Green Space,7,more trees on the wide pavement,14.437,50.07771,9ze3be2uf,30-39,male,0.0,neutral,T-13
Green Space,7,I would like to get out of this forgotten place right next to some of the proudest buildings in the city. Prague 2 to make a place where people want to meet/spend time. Or at least bring back some of the greenery that was there during the 1st republic.,14.439,50.076225,x1bzytig9,20-29,male,0.6457,positive,T-13
Green Space,7,Why not reinstate the civic hall?,14.439,50.075723,x1bzytig9,20-29,male,0.0,neutral,T-13
Green Space,7,One of the few streets in Vinohrady without trees,14.439,50.076753,x1bzytig9,20-29,male,0.0,neutral,T-13
Green Space,7,"Older trees that provided a lot of shade were recently cut down here, it would be nice if they were restored.",14.436,50.069034,cvo9d6ssx,20-29,female,0.4767,positive,T-13
Green Space,7,American Square could use more greenery,14.438,50.07244,ggecg1cww,30-39,female,0.0,neutral,T-13
Green Space,7,"more greenery should be planted on the street next to the stairs on both sides. It would also be nice to put some flowering flowers in the ""flower beds"" on the sides of the steps.",14.433,50.070729,ggecg1cww,30-39,female,0.4215,positive,T-13
Green Space,7,The whole of Sokolska,14.429,50.071202,70icd1rvp,50-59,male,0.0,neutral,S-13
Green Space,7,the whole of Legerova Street,14.431,50.071326,70icd1rvp,50-59,male,0.0,neutral,S-13
Green Space,7,"new entrance to the metro, digging for 2 years and no new tree in the area?",14.417,50.07503,jjqb8vj36,40-49,female,-0.296,negative,R-13
Green Space,7,Green area neglected.,14.417,50.073351,jjqb8vj36,40-49,female,-0.5267,negative,R-13
Green Space,7,Silesian would deserve more green space.,14.442,50.076312,defpx72oj,40-49,female,0.0,neutral,T-13
Green Space,7,a replacement for the felled trees,14.423,50.067559,zebhochac,50-59,female,0.0,neutral,S-13
Green Space,7,"Jaromírova would need revitalization of trees and space around them. MAMACOFFEE cafe is trying, they have already beautifully planted two areas. Prague 2 could be inspired. It's really nice and functional.",14.427,50.065156,qos8r9hwu,40-49,female,0.8748,positive,S-13
Green Space,7,Oldrich Street was recently repaved and trees would definitely be nice.,14.427,50.065762,qos8r9hwu,40-49,female,0.6705,positive,S-13
Green Space,7,Ostrchilovo Square deserves to be taken care of too. When historically it has been worse.,14.424,50.065528,qos8r9hwu,40-49,female,0.0258,neutral,S-13
Green Space,7,the whole street area,14.436,50.066969,fr2lo6gu7,40-49,male,0.0,neutral,T-14
Green Space,7,"in some streets, for example here, there are trees planted on the side of the street where there is shade all day, whereas the other side of the street, where the sun is shining all day, is treeless. Who on earth is making this up???",14.433,50.072703,xy3pf5rr3,50-59,male,0.0,neutral,T-13
Green Space,7,Cancel the plans to concrete over the Folly!,14.43,50.067606,xy3pf5rr3,50-59,male,-0.3164,negative,S-13
Green Space,7,the whole of Legerova and Sokolska,14.43,50.074371,6dm6wl3dq,40-49,male,0.0,neutral,T-13
Green Space,7,"there are quite wide pavements, maybe a few trees could fit on the whole of Na Slupi Street?",14.42,50.069154,titkadob4,20-29,male,0.3612,positive,S-13
Green Space,7,Folimanka certainly deserves care. I don't like the plan as presented.,14.431,50.067256,u6nfp4zen,0-19,male,0.5408,positive,S-13
Green Space,7,"The space is taken up by ashtrays, but they don't go there anyway and they pick up the containers from the pavement. There could be a tree or several trees and benches. This is a very hot place in the summer, it would help the feeling and the space and i",14.442,50.073055,79ep59s8k,40-49,female,0.6486,positive,T-13
Green Space,7,The whole of Francouzská Street deserves more greenery,14.439,50.073915,79ep59s8k,40-49,female,0.0,neutral,T-13
Green Space,7,"The site of a flower bed would be a good place to put flowers. Peace could have more trees in its inner part. It would be more pleasant, the whole area gets hot in the summer and everyone would rather avoid the area.",14.436,50.075313,79ep59s8k,40-49,female,0.8313,positive,T-13
Green Space,7,The space for carriages or gardens.,14.436,50.077654,d0r16qlcu,30-39,male,0.0,neutral,T-13
Green Space,7,revitalisation of the park along the lines of the Celakovsky orchard,14.431,50.077895,d0r16qlcu,30-39,male,0.0,neutral,S-12
Green Space,7,There are no trees in the street. I'd like to reduce the number of parking spaces.,14.422,50.07513,1ode9yr9c,40-49,male,0.1531,positive,S-12
Green Space,7,The rye lacks green,14.424,50.077388,1ode9yr9c,40-49,male,0.0,neutral,S-12
